First Name,Last Name,City,State,Account Email,Quarterly,Size,Item 1,Item 2,Item 3,Item 4,Item 5,Item 6,Item 7,Item 8,Item 9,Item 10
Justine,Mugnolo,New York,NY,jmugnolo@yahoo.com,Q1,L,LS Shirt,Zip up Jacket,Hoodie,Crewneck Sweater,Hoodie,Crewneck Sweater,Zip up Jacket,SS Shirt,Hoodie,Button Down Shirt
Jutta,Amyot,Broussard,LA,jamyot@hotmail.com,Q1,L,Polo Shirt,Polo Shirt,Polo Shirt,LS Shirt,Polo Shirt,Hoodie,LS Shirt,SS Shirt,Button Down Shirt,SS Shirt
Kaitlyn,Ogg,Baltimore,MD,kaitlyn.ogg@gmail.com,Q1,L,LS Shirt,Crewneck Sweater,Zip up Jacket,Hoodie,SS Shirt,Hoodie,Hoodie,Hoodie,SS Shirt,Hoodie
Kallie,Blackwood,San Francisco,CA,kallie.blackwood@gmail.com,Q1,M,Zip up Jacket,Hoodie,SS Shirt,Hoodie,Crewneck Sweater,Button Down Shirt,Hoodie,Polo Shirt,Hoodie,Polo Shirt
Kanisha,Waycott,Los Angeles,CA,kanisha_waycott@yahoo.com,Q1,S,SS Shirt,SS Shirt,SS Shirt,Zip up Jacket,LS Shirt,Zip up Jacket,SS Shirt,SS Shirt,Hoodie,LS Shirt
Karan,Karpin,Beaverton,OR,karan_karpin@gmail.com,Q1,XL,Hoodie,SS Shirt,Hoodie,Polo Shirt,SS Shirt,SS Shirt,Hoodie,Hoodie,LS Shirt,Crewneck Sweater
Karl,Klonowski,Flemington,NJ,karl_klonowski@yahoo.com,Q1,L,Button Down Shirt,LS Shirt,SS Shirt,LS Shirt,Crewneck Sweater,Button Down Shirt,SS Shirt,LS Shirt,SS Shirt,Zip up Jacket
Kasandra,Semidey,Saint Louis,MO,kasandra_semidey@semidey.com,Q1,L,Polo Shirt,Crewneck Sweater,SS Shirt,Zip up Jacket,Hoodie,Zip up Jacket,Hoodie,SS Shirt,Zip up Jacket,LS Shirt
Kate,Keneipp,Green Bay,WI,kate_keneipp@yahoo.com,Q1,M,SS Shirt,Hoodie,LS Shirt,Button Down Shirt,Zip up Jacket,LS Shirt,LS Shirt,Polo Shirt,Hoodie,Polo Shirt
Kati,Rulapaugh,Abilene,KS,kati.rulapaugh@hotmail.com,Q1,S,Hoodie,SS Shirt,LS Shirt,Hoodie,SS Shirt,Crewneck Sweater,Crewneck Sweater,Zip up Jacket,LS Shirt,SS Shirt
Katina,Polidori,Wilmington,MA,katina_polidori@aol.com,Q1,M,Polo Shirt,SS Shirt,SS Shirt,Hoodie,Button Down Shirt,Hoodie,Zip up Jacket,LS Shirt,LS Shirt,SS Shirt
Kattie,Vonasek,Cleveland,OH,kattie@vonasek.org,Q1,L,Hoodie,Hoodie,Polo Shirt,Crewneck Sweater,LS Shirt,Crewneck Sweater,Hoodie,Hoodie,Hoodie,LS Shirt
Kayleigh,Lace,Lafayette,LA,kayleigh.lace@yahoo.com,Q1,M,Zip up Jacket,Zip up Jacket,LS Shirt,SS Shirt,Zip up Jacket,LS Shirt,Hoodie,SS Shirt,Hoodie,Hoodie
Keneth,Borgman,Phoenix,AZ,keneth@yahoo.com,Q1,S,Hoodie,LS Shirt,SS Shirt,Hoodie,Hoodie,LS Shirt,Hoodie,SS Shirt,Crewneck Sweater,LS Shirt
Kenneth,Grenet,East Lansing,MI,kenneth.grenet@grenet.org,Q1,L,Crewneck Sweater,SS Shirt,SS Shirt,Zip up Jacket,SS Shirt,Zip up Jacket,Zip up Jacket,Hoodie,Polo Shirt,Crewneck Sweater
Kerry,Theodorov,Sacramento,CA,kerry.theodorov@gmail.com,Q1,S,Hoodie,LS Shirt,Hoodie,Zip up Jacket,SS Shirt,Hoodie,Zip up Jacket,Polo Shirt,SS Shirt,Hoodie
Kiley,Caldarera,Los Angeles,CA,kiley.caldarera@aol.com,Q1,M,Crewneck Sweater,Crewneck Sweater,LS Shirt,SS Shirt,Crewneck Sweater,LS Shirt,LS Shirt,Hoodie,Button Down Shirt,LS Shirt
Kimberlie,Duenas,Hays,KS,kimberlie_duenas@yahoo.com,Q1,XS,Hoodie,Hoodie,LS Shirt,SS Shirt,LS Shirt,Button Down Shirt,Zip up Jacket,Polo Shirt,LS Shirt,Hoodie
Kimbery,Madarang,Rockaway,NJ,kimbery_madarang@cox.net,Q1,M,Zip up Jacket,LS Shirt,Hoodie,Crewneck Sweater,Hoodie,SS Shirt,SS Shirt,SS Shirt,Crewneck Sweater,SS Shirt
Kirk,Herritt,Vestal,NY,kirk.herritt@aol.com,Q1,M,SS Shirt,SS Shirt,Zip up Jacket,LS Shirt,SS Shirt,Polo Shirt,SS Shirt,LS Shirt,SS Shirt,Hoodie
Kris,Marrier,Baltimore,MD,kris@gmail.com,Q1,M,Crewneck Sweater,Polo Shirt,SS Shirt,LS Shirt,LS Shirt,Crewneck Sweater,Crewneck Sweater,Zip up Jacket,Crewneck Sweater,Crewneck Sweater
Krissy,Rauser,Coram,NY,krauser@cox.net,Q1,M,LS Shirt,LS Shirt,SS Shirt,SS Shirt,Button Down Shirt,LS Shirt,Hoodie,Polo Shirt,Polo Shirt,Hoodie
Kristeen,Turinetti,Arlington,TX,kristeen@gmail.com,Q1,S,Hoodie,LS Shirt,Hoodie,Polo Shirt,Crewneck Sweater,LS Shirt,SS Shirt,SS Shirt,LS Shirt,SS Shirt
Kristel,Ehmann,El Paso,TX,kristel.ehmann@aol.com,Q1,S,SS Shirt,SS Shirt,SS Shirt,Hoodie,SS Shirt,Zip up Jacket,LS Shirt,Hoodie,Button Down Shirt,SS Shirt
Kristofer,Bennick,Bloomington,IN,kristofer.bennick@yahoo.com,Q1,L,LS Shirt,LS Shirt,Button Down Shirt,LS Shirt,Hoodie,Crewneck Sweater,SS Shirt,Zip up Jacket,Hoodie,Hoodie
Lai,Gato,Evanston,IL,lai.gato@gato.org,Q1,L,Zip up Jacket,SS Shirt,LS Shirt,Zip up Jacket,SS Shirt,Zip up Jacket,Zip up Jacket,SS Shirt,Hoodie,LS Shirt
Lai,Harabedian,Novato,CA,lai@gmail.com,Q1,S,LS Shirt,LS Shirt,LS Shirt,LS Shirt,Hoodie,Hoodie,Zip up Jacket,Hoodie,Hoodie,Zip up Jacket
Larae,Gudroe,Houma,LA,larae_gudroe@gmail.com,Q1,M,Button Down Shirt,SS Shirt,Hoodie,Crewneck Sweater,Button Down Shirt,Zip up Jacket,Button Down Shirt,Crewneck Sweater,Crewneck Sweater,Hoodie
Lashandra,Klang,King of Prussia,PA,lashandra@yahoo.com,Q1,XL,Crewneck Sweater,LS Shirt,SS Shirt,Button Down Shirt,LS Shirt,SS Shirt,SS Shirt,Hoodie,Polo Shirt,Button Down Shirt
Lashaunda,Lizama,Hanover,MD,llizama@cox.net,Q1,S,SS Shirt,Hoodie,Hoodie,Crewneck Sweater,Zip up Jacket,Zip up Jacket,SS Shirt,SS Shirt,LS Shirt,Hoodie
Lashawnda,Stuer,Toledo,OH,lstuer@cox.net,Q1,S,Crewneck Sweater,LS Shirt,SS Shirt,Zip up Jacket,Hoodie,Zip up Jacket,Crewneck Sweater,Button Down Shirt,Hoodie,Polo Shirt
Lashon,Vizarro,Roseville,CA,lashon@aol.com,Q1,L,Hoodie,Zip up Jacket,LS Shirt,SS Shirt,Zip up Jacket,LS Shirt,LS Shirt,Hoodie,Hoodie,LS Shirt
Laticia,Merced,Cincinnati,OH,lmerced@gmail.com,Q1,S,SS Shirt,Crewneck Sweater,Crewneck Sweater,SS Shirt,Zip up Jacket,LS Shirt,SS Shirt,SS Shirt,Hoodie,LS Shirt
Latrice,Tolfree,Ronkonkoma,NY,latrice.tolfree@hotmail.com,Q1,L,SS Shirt,SS Shirt,Hoodie,LS Shirt,Crewneck Sweater,Crewneck Sweater,Crewneck Sweater,LS Shirt,LS Shirt,Polo Shirt
Lauran,Burnard,Riverton,WY,lburnard@burnard.com,Q1,M,Hoodie,LS Shirt,Button Down Shirt,Hoodie,SS Shirt,Hoodie,SS Shirt,SS Shirt,SS Shirt,LS Shirt
Laurel,Pagliuca,Richland,WA,laurel@yahoo.com,Q1,L,LS Shirt,Zip up Jacket,Zip up Jacket,LS Shirt,LS Shirt,LS Shirt,Hoodie,LS Shirt,SS Shirt,SS Shirt
Laurel,Reitler,Baltimore,MD,laurel_reitler@reitler.com,Q1,S,SS Shirt,LS Shirt,Hoodie,SS Shirt,Crewneck Sweater,Zip up Jacket,SS Shirt,SS Shirt,LS Shirt,LS Shirt
Lavera,Perin,Miami,FL,lperin@perin.org,Q1,S,Hoodie,Button Down Shirt,SS Shirt,Zip up Jacket,Crewneck Sweater,LS Shirt,Zip up Jacket,Zip up Jacket,Hoodie,Hoodie
Lavonda,Hengel,Fargo,ND,lavonda@cox.net,Q1,M,Zip up Jacket,Zip up Jacket,Zip up Jacket,SS Shirt,Polo Shirt,Crewneck Sweater,Hoodie,Crewneck Sweater,Crewneck Sweater,Crewneck Sweater
Lavonna,Wolny,Mc Lean,VA,lavonna.wolny@hotmail.com,Q1,S,SS Shirt,SS Shirt,Hoodie,LS Shirt,Hoodie,Zip up Jacket,Zip up Jacket,Hoodie,Hoodie,SS Shirt
Lawrence,Lorens,Providence,RI,lawrence.lorens@hotmail.com,Q1,M,Zip up Jacket,LS Shirt,Zip up Jacket,SS Shirt,SS Shirt,LS Shirt,Button Down Shirt,LS Shirt,LS Shirt,LS Shirt
Layla,Springe,New York,NY,layla.springe@cox.net,Q1,S,SS Shirt,Crewneck Sweater,LS Shirt,Hoodie,LS Shirt,Hoodie,SS Shirt,SS Shirt,Hoodie,Hoodie
Leatha,Hagele,Dallas,TX,lhagele@cox.net,Q1,M,Button Down Shirt,Hoodie,Crewneck Sweater,Polo Shirt,Crewneck Sweater,Zip up Jacket,LS Shirt,SS Shirt,Hoodie,Hoodie
Lemuel,Latzke,Bohemia,NY,lemuel.latzke@gmail.com,Q1,M,Polo Shirt,LS Shirt,Polo Shirt,Polo Shirt,SS Shirt,LS Shirt,SS Shirt,LS Shirt,SS Shirt,LS Shirt
Lenna,Newville,Raleigh,NC,lnewville@newville.com,Q1,L,Zip up Jacket,LS Shirt,SS Shirt,SS Shirt,SS Shirt,LS Shirt,Hoodie,LS Shirt,SS Shirt,LS Shirt
Lenna,Paprocki,Anchorage,AK,lpaprocki@hotmail.com,Q1,L,Hoodie,SS Shirt,LS Shirt,Hoodie,Crewneck Sweater,Crewneck Sweater,SS Shirt,Zip up Jacket,LS Shirt,Hoodie
Leonida,Gobern,Biloxi,MS,leonida@gobern.org,Q1,M,Zip up Jacket,LS Shirt,LS Shirt,Zip up Jacket,LS Shirt,Button Down Shirt,Zip up Jacket,SS Shirt,,SS Shirt
Leonora,Mauson,Passaic,NJ,leonora@yahoo.com,Q1,L,Zip up Jacket,Zip up Jacket,Zip up Jacket,Hoodie,Button Down Shirt,LS Shirt,LS Shirt,Hoodie,Crewneck Sweater,Crewneck Sweater
Leota,Dilliard,San Jose,CA,leota@hotmail.com,Q1,M,LS Shirt,LS Shirt,LS Shirt,SS Shirt,Crewneck Sweater,Hoodie,Hoodie,Hoodie,SS Shirt,LS Shirt
Leota,Ragel,Trion,GA,leota.ragel@gmail.com,Q1,L,SS Shirt,Hoodie,SS Shirt,SS Shirt,Zip up Jacket,SS Shirt,Hoodie,LS Shirt,SS Shirt,Button Down Shirt
Leslie,Threets,Katonah,NY,leslie@cox.net,Q1,S,Button Down Shirt,SS Shirt,SS Shirt,LS Shirt,LS Shirt,Zip up Jacket,SS Shirt,Zip up Jacket,Zip up Jacket,Zip up Jacket
Lettie,Isenhower,Beachwood,OH,lettie_isenhower@yahoo.com,Q1,M,Zip up Jacket,Hoodie,SS Shirt,SS Shirt,Zip up Jacket,SS Shirt,SS Shirt,SS Shirt,SS Shirt,LS Shirt
Levi,Munis,Worcester,MA,levi.munis@gmail.com,Q1,L,Hoodie,Hoodie,LS Shirt,SS Shirt,Hoodie,SS Shirt,SS Shirt,Hoodie,Polo Shirt,Hoodie
Lezlie,Craghead,Smithfield,NC,lezlie.craghead@craghead.org,Q1,L,Zip up Jacket,Crewneck Sweater,Crewneck Sweater,LS Shirt,SS Shirt,LS Shirt,Crewneck Sweater,Hoodie,SS Shirt,LS Shirt
Ligia,Reiber,Lansing,MI,lreiber@cox.net,Q1,XS,Polo Shirt,SS Shirt,LS Shirt,LS Shirt,LS Shirt,SS Shirt,LS Shirt,SS Shirt,Polo Shirt,LS Shirt
Lili,Paskin,Kearny,NJ,lili.paskin@cox.net,Q1,L,Zip up Jacket,Zip up Jacket,Hoodie,LS Shirt,Zip up Jacket,SS Shirt,Zip up Jacket,LS Shirt,Button Down Shirt,Button Down Shirt
Lilli,Scriven,Abilene,TX,lilli@aol.com,Q1,XL,Hoodie,Button Down Shirt,SS Shirt,SS Shirt,Crewneck Sweater,Hoodie,SS Shirt,LS Shirt,LS Shirt,SS Shirt
Lindsey,Dilello,Ontario,CA,lindsey.dilello@hotmail.com,Q1,XXL,Button Down Shirt,LS Shirt,SS Shirt,Hoodie,Zip up Jacket,Zip up Jacket,Zip up Jacket,LS Shirt,Crewneck Sweater,LS Shirt
Linn,Paa,Memphis,TN,linn_paa@paa.com,Q1,M,LS Shirt,LS Shirt,LS Shirt,LS Shirt,LS Shirt,LS Shirt,LS Shirt,Button Down Shirt,Button Down Shirt,Button Down Shirt
Lisha,Centini,Mc Lean,VA,lisha@centini.org,Q1,M,Polo Shirt,LS Shirt,Crewneck Sweater,LS Shirt,Zip up Jacket,Zip up Jacket,Zip up Jacket,SS Shirt,Hoodie,SS Shirt
Lizbeth,Kohl,Gardena,CA,lizbeth@yahoo.com,Q1,L,Crewneck Sweater,Hoodie,LS Shirt,Crewneck Sweater,Hoodie,Hoodie,Hoodie,Hoodie,Hoodie,Hoodie
Lizette,Stem,Cherry Hill,NJ,lizette.stem@aol.com,Q1,M,SS Shirt,Zip up Jacket,SS Shirt,Crewneck Sweater,Zip up Jacket,Zip up Jacket,LS Shirt,LS Shirt,Hoodie,Hoodie
Lonna,Diestel,Fayetteville,NC,lonna_diestel@gmail.com,Q1,L,LS Shirt,Polo Shirt,SS Shirt,Zip up Jacket,Hoodie,Zip up Jacket,SS Shirt,Hoodie,LS Shirt,Crewneck Sweater
Lonny,Weglarz,Salt Lake City,UT,lonny_weglarz@gmail.com,Q1,S,LS Shirt,Crewneck Sweater,Hoodie,LS Shirt,Zip up Jacket,LS Shirt,Button Down Shirt,Hoodie,Hoodie,Button Down Shirt
Lorean,Martabano,San Antonio,TX,lorean.martabano@hotmail.com,Q1,XL,Crewneck Sweater,SS Shirt,SS Shirt,SS Shirt,Zip up Jacket,SS Shirt,Hoodie,Hoodie,Hoodie,Hoodie
Loren,Asar,Old Forge,PA,loren.asar@aol.com,Q1,M,Zip up Jacket,Hoodie,Crewneck Sweater,LS Shirt,Hoodie,LS Shirt,Zip up Jacket,SS Shirt,Hoodie,SS Shirt
Loreta,Timenez,Clinton,MD,loreta.timenez@hotmail.com,Q1,L,Hoodie,Crewneck Sweater,SS Shirt,Zip up Jacket,Crewneck Sweater,SS Shirt,Hoodie,LS Shirt,LS Shirt,LS Shirt
Lorrie,Nestle,Tullahoma,TN,lnestle@hotmail.com,Q1,M,LS Shirt,LS Shirt,SS Shirt,LS Shirt,Crewneck Sweater,Zip up Jacket,SS Shirt,Button Down Shirt,Button Down Shirt,LS Shirt
Lorrine,Worlds,Tampa,FL,lorrine.worlds@worlds.com,Q1,S,Zip up Jacket,Hoodie,LS Shirt,Hoodie,SS Shirt,Hoodie,LS Shirt,Crewneck Sweater,Hoodie,Crewneck Sweater
Louisa,Cronauer,San Leandro,CA,louisa@cronauer.com,Q1,XS,LS Shirt,Crewneck Sweater,SS Shirt,SS Shirt,LS Shirt,LS Shirt,Hoodie,Hoodie,Zip up Jacket,Crewneck Sweater
Louvenia,Beech,Beverly Hills,CA,louvenia.beech@beech.com,Q1,S,SS Shirt,LS Shirt,Crewneck Sweater,SS Shirt,SS Shirt,Button Down Shirt,Hoodie,SS Shirt,Hoodie,Hoodie
Lucina,Lary,Cocoa,FL,lucina_lary@cox.net,Q1,M,LS Shirt,Zip up Jacket,Zip up Jacket,LS Shirt,Button Down Shirt,LS Shirt,Hoodie,LS Shirt,SS Shirt,Crewneck Sweater
Lucy,Treston,Worcester,MA,lucy@cox.net,Q1,L,Crewneck Sweater,Zip up Jacket,SS Shirt,SS Shirt,Zip up Jacket,Zip up Jacket,SS Shirt,Zip up Jacket,LS Shirt,SS Shirt
Luisa,Jurney,Cambridge,MA,ljurney@hotmail.com,Q1,M,Hoodie,Zip up Jacket,Zip up Jacket,LS Shirt,SS Shirt,Zip up Jacket,Hoodie,Hoodie,Hoodie,SS Shirt
Lynelle,Auber,Newark,NJ,lynelle_auber@gmail.com,Q1,L,Zip up Jacket,Hoodie,LS Shirt,LS Shirt,SS Shirt,LS Shirt,LS Shirt,Hoodie,LS Shirt,LS Shirt
Ma,Layous,North Haven,CT,mlayous@hotmail.com,Q1,M,SS Shirt,Crewneck Sweater,Zip up Jacket,Hoodie,LS Shirt,SS Shirt,SS Shirt,SS Shirt,Hoodie,Button Down Shirt
Maile,Linahan,Greensboro,NC,mlinahan@yahoo.com,Q1,M,Hoodie,SS Shirt,LS Shirt,Crewneck Sweater,Crewneck Sweater,Hoodie,SS Shirt,LS Shirt,LS Shirt,Crewneck Sweater
Malcolm,Tromblay,Annandale,VA,malcolm_tromblay@cox.net,Q1,M,LS Shirt,Zip up Jacket,SS Shirt,SS Shirt,SS Shirt,SS Shirt,Hoodie,Polo Shirt,Button Down Shirt,LS Shirt
Malinda,Hochard,Indianapolis,IN,malinda.hochard@yahoo.com,Q1,M,Crewneck Sweater,LS Shirt,Crewneck Sweater,LS Shirt,SS Shirt,SS Shirt,SS Shirt,Crewneck Sweater,Hoodie,SS Shirt
Margart,Meisel,Cincinnati,OH,margart_meisel@yahoo.com,Q1,S,LS Shirt,SS Shirt,SS Shirt,Zip up Jacket,Hoodie,LS Shirt,LS Shirt,Hoodie,SS Shirt,Button Down Shirt
Marge,Limmel,Crestview,FL,marge@gmail.com,Q1,L,Polo Shirt,Hoodie,LS Shirt,LS Shirt,Crewneck Sweater,Crewneck Sweater,Hoodie,SS Shirt,Crewneck Sweater,LS Shirt
Marguerita,Hiatt,Oakley,CA,marguerita.hiatt@gmail.com,Q1,S,LS Shirt,Crewneck Sweater,Crewneck Sweater,Crewneck Sweater,Zip up Jacket,LS Shirt,SS Shirt,LS Shirt,Hoodie,SS Shirt
Mari,Lueckenbach,San Diego,CA,mari_lueckenbach@yahoo.com,Q1,S,Polo Shirt,Hoodie,LS Shirt,LS Shirt,Hoodie,SS Shirt,LS Shirt,Crewneck Sweater,Zip up Jacket,Hoodie
Mariann,Bilden,Austin,TX,mariann.bilden@aol.com,Q1,L,Zip up Jacket,LS Shirt,SS Shirt,Crewneck Sweater,Crewneck Sweater,LS Shirt,SS Shirt,Hoodie,Hoodie,SS Shirt
Marjory,Mastella,Wayne,PA,mmastella@mastella.com,Q1,M,SS Shirt,Hoodie,Crewneck Sweater,SS Shirt,LS Shirt,Zip up Jacket,Button Down Shirt,Button Down Shirt,SS Shirt,SS Shirt
Markus,Lukasik,Sterling Heights,MI,markus@yahoo.com,Q1,M,Zip up Jacket,Zip up Jacket,Zip up Jacket,Hoodie,Zip up Jacket,Hoodie,LS Shirt,SS Shirt,Polo Shirt,LS Shirt
Marti,Maybury,Chicago,IL,marti.maybury@yahoo.com,Q1,M,Hoodie,Polo Shirt,LS Shirt,Zip up Jacket,Crewneck Sweater,Crewneck Sweater,Polo Shirt,Polo Shirt,SS Shirt,Hoodie
Martina,Staback,Orlando,FL,martina_staback@staback.com,Q1,M,Button Down Shirt,LS Shirt,LS Shirt,LS Shirt,LS Shirt,LS Shirt,Polo Shirt,SS Shirt,LS Shirt,Hoodie
Marvel,Raymo,College Station,TX,mraymo@yahoo.com,Q1,L,Hoodie,SS Shirt,SS Shirt,SS Shirt,Crewneck Sweater,LS Shirt,Hoodie,LS Shirt,Polo Shirt,Button Down Shirt
Maryann,Royster,Albany,NY,mroyster@royster.com,Q1,L,Button Down Shirt,Crewneck Sweater,LS Shirt,LS Shirt,LS Shirt,Hoodie,Zip up Jacket,SS Shirt,Hoodie,LS Shirt
Matthew,Neither,Shakopee,MN,mneither@yahoo.com,Q1,XL,SS Shirt,Hoodie,LS Shirt,LS Shirt,Hoodie,Button Down Shirt,SS Shirt,SS Shirt,SS Shirt,Hoodie
Mattie,Poquette,Phoenix,AZ,mattie@aol.com,Q1,XL,LS Shirt,Zip up Jacket,SS Shirt,SS Shirt,Zip up Jacket,Button Down Shirt,LS Shirt,Hoodie,SS Shirt,SS Shirt
Maurine,Yglesias,Milwaukee,WI,maurine_yglesias@yglesias.com,Q1,S,SS Shirt,Zip up Jacket,Hoodie,Hoodie,SS Shirt,Zip up Jacket,Hoodie,LS Shirt,LS Shirt,Crewneck Sweater
Meaghan,Garufi,Mc Minnville,TN,meaghan@hotmail.com,Q1,M,LS Shirt,LS Shirt,Zip up Jacket,Crewneck Sweater,LS Shirt,Hoodie,Crewneck Sweater,SS Shirt,Hoodie,Hoodie
Melissa,Wiklund,Findlay,OH,melissa@cox.net,Q1,S,Zip up Jacket,Zip up Jacket,LS Shirt,Button Down Shirt,Crewneck Sweater,Zip up Jacket,SS Shirt,Button Down Shirt,Hoodie,SS Shirt
Melodie,Knipp,Thousand Oaks,CA,mknipp@gmail.com,Q1,M,Hoodie,Zip up Jacket,Zip up Jacket,Hoodie,Zip up Jacket,Zip up Jacket,Button Down Shirt,LS Shirt,Zip up Jacket,Hoodie
Merilyn,Bayless,Santa Clara,CA,merilyn_bayless@cox.net,Q1,L,Zip up Jacket,LS Shirt,Crewneck Sweater,LS Shirt,Zip up Jacket,LS Shirt,LS Shirt,Hoodie,SS Shirt,SS Shirt
Merissa,Tomblin,Bellflower,CA,merissa.tomblin@gmail.com,Q1,M,Crewneck Sweater,Hoodie,SS Shirt,Zip up Jacket,Hoodie,SS Shirt,SS Shirt,LS Shirt,Hoodie,Crewneck Sweater
Merlyn,Lawler,Jersey City,NJ,merlyn_lawler@hotmail.com,Q1,S,SS Shirt,Zip up Jacket,Crewneck Sweater,LS Shirt,Crewneck Sweater,Crewneck Sweater,LS Shirt,SS Shirt,SS Shirt,Crewneck Sweater
Micaela,Rhymes,Concord,CA,micaela_rhymes@gmail.com,Q1,L,SS Shirt,Zip up Jacket,SS Shirt,LS Shirt,SS Shirt,LS Shirt,Hoodie,LS Shirt,LS Shirt,LS Shirt
Minna,Amigon,Kulpsville,PA,minna_amigon@yahoo.com,Q1,L,Hoodie,Hoodie,Crewneck Sweater,Zip up Jacket,Hoodie,SS Shirt,SS Shirt,Zip up Jacket,Hoodie,LS Shirt
Mireya,Frerking,Pelham,NY,mireya.frerking@hotmail.com,Q1,L,Crewneck Sweater,Polo Shirt,Hoodie,LS Shirt,Zip up Jacket,Zip up Jacket,LS Shirt,SS Shirt,SS Shirt,Hoodie
Mirta,Mallett,New York,NY,mirta_mallett@gmail.com,Q1,L,Hoodie,LS Shirt,SS Shirt,Zip up Jacket,LS Shirt,Hoodie,SS Shirt,Hoodie,Polo Shirt,LS Shirt
Mitsue,Scipione,Oroville,CA,mscipione@scipione.com,Q1,L,Zip up Jacket,LS Shirt,Crewneck Sweater,Zip up Jacket,SS Shirt,SS Shirt,Hoodie,SS Shirt,Hoodie,SS Shirt
Mitsue,Tollner,Chicago,IL,mitsue_tollner@yahoo.com,Q1,M,Crewneck Sweater,Button Down Shirt,Button Down Shirt,Hoodie,LS Shirt,LS Shirt,SS Shirt,Zip up Jacket,SS Shirt,LS Shirt
Mitzie,Hudnall,Englewood,CO,mitzie_hudnall@yahoo.com,Q1,M,Crewneck Sweater,LS Shirt,SS Shirt,SS Shirt,SS Shirt,Hoodie,LS Shirt,Hoodie,Hoodie,SS Shirt
Mollie,Mcdoniel,Bowling Green,OH,mollie_mcdoniel@yahoo.com,Q1,S,Polo Shirt,Hoodie,LS Shirt,LS Shirt,SS Shirt,Polo Shirt,Zip up Jacket,Zip up Jacket,Crewneck Sweater,Hoodie
Mona,Delasancha,Cheyenne,WY,mdelasancha@hotmail.com,Q1,S,SS Shirt,Crewneck Sweater,Hoodie,Zip up Jacket,SS Shirt,LS Shirt,SS Shirt,LS Shirt,Button Down Shirt,SS Shirt
Moon,Parlato,Wellsville,NY,moon@yahoo.com,Q1,L,LS Shirt,Crewneck Sweater,SS Shirt,SS Shirt,SS Shirt,SS Shirt,LS Shirt,Hoodie,SS Shirt,LS Shirt
Mozell,Pelkowski,South San Francisco,CA,mpelkowski@pelkowski.org,Q1,L,Hoodie,LS Shirt,Hoodie,Zip up Jacket,Hoodie,Zip up Jacket,SS Shirt,LS Shirt,Button Down Shirt,Button Down Shirt
My,Rantanen,Richboro,PA,my@hotmail.com,Q1,M,Zip up Jacket,Crewneck Sweater,Zip up Jacket,LS Shirt,Button Down Shirt,Hoodie,SS Shirt,Polo Shirt,Polo Shirt,Hoodie
Myra,Munns,Euless,TX,mmunns@cox.net,Q1,M,LS Shirt,Hoodie,Zip up Jacket,Zip up Jacket,SS Shirt,LS Shirt,Zip up Jacket,SS Shirt,Button Down Shirt,SS Shirt
Nan,Koppinger,Greensboro,NC,nan@koppinger.com,Q1,L,LS Shirt,Crewneck Sweater,LS Shirt,LS Shirt,SS Shirt,Zip up Jacket,Button Down Shirt,LS Shirt,SS Shirt,LS Shirt
Nana,Wrinkles,Mount Vernon,NY,nana@aol.com,Q1,XS,SS Shirt,SS Shirt,LS Shirt,SS Shirt,Crewneck Sweater,Hoodie,LS Shirt,Hoodie,Hoodie,LS Shirt
Natalie,Fern,Rock Springs,WY,natalie.fern@hotmail.com,Q1,L,SS Shirt,Hoodie,Crewneck Sweater,Crewneck Sweater,SS Shirt,SS Shirt,Zip up Jacket,SS Shirt,SS Shirt,LS Shirt
Nelida,Sawchuk,Paramus,NJ,nelida@gmail.com,Q1,XS,LS Shirt,Crewneck Sweater,Hoodie,LS Shirt,Hoodie,LS Shirt,Hoodie,LS Shirt,LS Shirt,Button Down Shirt
Nichelle,Meteer,Chicago,IL,nichelle_meteer@meteer.com,Q1,M,Button Down Shirt,SS Shirt,SS Shirt,Hoodie,Button Down Shirt,Button Down Shirt,Hoodie,Hoodie,Zip up Jacket,Hoodie
Nickolas,Juvera,Crystal River,FL,nickolas_juvera@cox.net,Q1,L,SS Shirt,LS Shirt,LS Shirt,SS Shirt,LS Shirt,Zip up Jacket,SS Shirt,SS Shirt,SS Shirt,LS Shirt
Nicolette,Brossart,Westborough,MA,nicolette_brossart@brossart.com,Q1,L,Hoodie,SS Shirt,Hoodie,Crewneck Sweater,Crewneck Sweater,Hoodie,Hoodie,LS Shirt,Hoodie,Hoodie
Nieves,Gotter,Portland,OR,nieves_gotter@gmail.com,Q1,XL,Button Down Shirt,Zip up Jacket,Zip up Jacket,Hoodie,Crewneck Sweater,Zip up Jacket,LS Shirt,SS Shirt,Hoodie,SS Shirt
Noah,Kalafatis,Milwaukee,WI,noah.kalafatis@aol.com,Q1,XXL,Button Down Shirt,LS Shirt,LS Shirt,Hoodie,LS Shirt,Polo Shirt,Hoodie,SS Shirt,LS Shirt,Polo Shirt
Nobuko,Halsey,New Bedford,MA,nobuko.halsey@yahoo.com,Q1,S,LS Shirt,Hoodie,Crewneck Sweater,Polo Shirt,SS Shirt,Zip up Jacket,Zip up Jacket,Zip up Jacket,SS Shirt,SS Shirt
Norah,Waymire,San Francisco,CA,norah.waymire@gmail.com,Q1,L,Crewneck Sweater,Crewneck Sweater,Hoodie,LS Shirt,Hoodie,LS Shirt,LS Shirt,Zip up Jacket,Hoodie,LS Shirt
